ingresos,gastos_comunes,pago_coche,gastos_otros,ahorros,vivienda,estado_civil,hijos,trabajo,comprar
5013,1061,214,560,38175,372885,0,0,0,0
5004,990,172,545,37934,373858,0,3,0,0
4968,1060,218,579,38511,373648,1,0,6,1
4881,884,176,498,38997,373404,0,1,0,1
5024,899,134,510,38491,373079,2,5,7,0
5027,985,149,515,38166,373609,0,4,2,1
5041,1026,251,451,38760,373515,2,2,2,1
4978,991,258,445,38521,373288,1,0,4,0
4862,1000,270,441,38268,372853,1,0,5,1
4983,1000,178,506,38727,373991,0,4,2,1
4904,888,209,585,39656,374087,1,1,1,0
4866,992,164,496,37829,372496,2,3,1,1
5004,886,291,465,39152,372862,1,2,6,0
4894,897,268,512,39255,372676,2,5,2,1
4876,931,192,597,39105,373969,0,4,4,1
4942,913,115,439,38206,372806,1,0,4,1
4926,969,143,533,38616,373788,0,0,8,1
5045,995,132,463,37805,374374,0,2,1,1
5051,1046,215,459,37754,372475,0,1,8,0
4887,1067,266,518,39596,372918,1,0,8,0
4952,871,147,505,38295,372510,0,4,0,0
4887,877,243,534,38669,374366,0,5,0,1
5012,983,134,478,38137,373738,0,5,1,1
5025,974,258,598,39577,373569,0,3,6,1
4989,994,184,416,39229,373831,0,1,2,1
4894,905,124,429,38560,373431,1,3,3,1
4983,880,120,598,38534,373209,2,4,8,0
4999,909,147,596,38662,373211,1,5,0,0
5057,938,272,447,38225,372828,1,2,0,0
4975,890,168,467,39081,374094,2,0,4,1
5012,892,191,555,38213,373634,0,0,7,1
4859,907,280,559,38617,372823,2,1,1,0
5036,1023,250,503,39599,373805,0,3,4,1
4895,934,300,505,38954,372779,0,4,6,1
5039,891,304,419,38292,372733,0,2,8,1
4933,1033,279,518,38693,374262,0,4,8,1
5001,921,165,418,39412,373289,2,4,8,1
5006,1065,278,610,37867,372492,1,0,8,1
4931,902,276,558,39568,372631,2,3,8,1
4873,962,164,604,38808,372580,1,0,4,0
5028,891,180,607,37749,373746,2,4,8,0
4948,921,214,562,39060,373605,1,5,6,0
4904,960,295,605,38753,374168,1,0,1,0
5049,908,189,597,38121,372581,1,5,1,0
4968,908,309,509,38079,374342,0,4,2,1
5011,1052,257,483,38213,373196,1,3,4,0
4974,878,201,461,38790,372422,1,2,5,1
4977,978,182,569,38153,374288,0,2,4,0
4967,990,191,486,39629,374155,1,1,3,0
4987,1057,172,428,38627,372468,0,0,6,0
5035,954,256,490,38384,373627,2,4,6,1
4868,1060,249,608,39058,373740,0,4,3,1
4994,1021,304,564,37921,373671,2,0,4,0
4879,977,224,482,39422,372512,1,3,5,1
4863,974,234,440,38183,373791,0,0,4,1
4912,984,309,449,37922,373992,2,0,7,1
5058,1039,266,544,38523,373401,0,5,4,1
4976,873,272,558,38928,373897,2,1,2,0
4959,985,280,436,39259,373142,0,4,7,1
4986,1016,131,437,37981,373859,1,2,6,0
5031,885,296,520,38413,374067,1,5,4,0
5025,1053,158,583,38576,374031,1,2,7,1
4921,967,175,439,39385,373187,2,1,2,1
4884,901,179,573,37872,373131,2,5,7,0
4891,1066,243,445,39094,373115,0,0,4,0
4924,1055,123,428,38849,373883,0,3,3,0
5057,966,308,464,37854,373046,2,3,4,1
4994,957,181,441,39633,372789,0,2,3,1
4894,1054,186,591,39465,374338,2,5,3,1
4952,931,280,593,37921,373389,2,3,1,1
5039,881,134,573,38221,373211,1,4,8,0
4938,1039,312,529,38644,373326,2,2,3,0
4910,951,293,449,39648,373150,0,1,5,0
4898,1046,256,610,39047,374374,1,4,1,1
4882,887,290,522,38784,374346,1,3,4,1
4873,969,171,438,37741,374078,2,5,2,0
4969,874,260,551,37963,373394,0,5,7,0
4919,1056,159,493,38543,373237,2,1,4,1
4886,931,261,597,39509,373657,0,0,0,0
4957,1013,248,554,39357,373619,1,2,4,0
4907,883,214,603,38045,373708,0,0,6,0
4876,1034,209,574,38481,372521,2,1,1,0
4894,944,230,457,39246,373133,2,4,8,1
4976,1010,218,603,38253,372480,0,1,6,0
4905,921,292,477,38618,373630,0,5,4,1
4989,1054,119,539,38712,373862,1,5,0,0
5007,894,236,555,39180,374105,2,3,0,0
4858,896,152,451,38814,373290,0,0,5,1
4943,975,203,478,39489,373678,2,1,5,1
4916,1058,275,589,37844,373676,1,2,6,1
4997,914,234,610,37859,372481,1,2,3,0
5042,973,187,598,39573,374153,0,4,3,0
4860,1029,136,569,38403,372839,1,3,3,0
4873,983,246,494,39300,372870,0,0,5,1
5056,1057,198,537,38318,373225,2,1,3,1
4863,871,224,563,38190,372860,0,1,2,1
5050,942,227,536,38148,372738,2,3,7,1
4867,955,300,604,37778,374395,2,3,7,0
4908,917,204,440,38528,373159,1,5,5,1
4934,1049,302,546,39461,373092,2,2,2,0
4873,904,252,456,38160,373056,0,4,3,1
5054,981,148,602,38714,374043,1,2,7,0
4969,977,227,530,39341,373724,2,2,4,1
4954,944,137,552,39634,373002,1,5,7,1
4907,1010,263,512,37828,373860,2,0,8,0
4861,946,296,435,39385,374216,1,2,8,0
4983,995,278,495,39675,372689,0,2,0,0
4951,989,223,525,38668,374063,1,1,8,1
5050,927,237,584,39578,374394,2,1,8,1
5026,885,189,518,38514,372632,2,2,8,1
4903,927,185,476,38012,373886,2,0,6,1
5051,993,258,424,38189,373882,1,2,6,0
4994,983,275,438,37778,373248,1,1,5,0
4859,925,277,551,38175,373708,2,5,4,1
4888,930,247,515,38703,372618,0,5,4,1
5036,1031,282,421,38429,373907,1,5,4,0
4930,1016,281,546,39152,373184,2,4,6,0
5052,1025,193,422,38202,374064,2,2,1,0
4967,922,189,504,39228,373088,2,5,8,0
5055,1015,284,566,38882,372709,2,1,6,0
5003,983,194,480,38236,372960,2,2,6,0
4971,912,277,543,39510,373269,2,0,3,0
4936,955,200,596,39072,373303,1,4,7,0
5056,935,162,595,39051,373267,2,2,4,1
5021,1059,238,514,38755,373250,2,1,2,0
4888,1000,126,426,38563,372981,2,5,0,0
5040,999,214,587,37802,374164,1,2,2,0
4984,942,128,451,37807,373267,0,1,7,0
4994,888,210,460,38072,373019,1,3,7,0
5010,1023,122,427,38982,373021,0,4,8,0
4879,907,175,503,38659,374104,2,1,8,0
4877,920,160,508,39665,374292,2,0,0,1
5005,967,137,436,38493,374351,0,0,5,1
4886,955,113,436,39353,372820,0,2,6,0
4954,939,218,596,38984,374230,1,3,1,0
4927,951,131,466,37742,373312,2,1,3,1
4955,1058,193,553,39036,372617,0,1,5,0
4890,1009,289,503,39665,372990,0,3,7,0
4912,997,194,574,38128,373030,2,2,1,1
4986,1008,250,533,38176,374202,1,1,1,0
5034,1028,255,450,39227,372623,1,2,7,0
5043,992,235,592,38869,373496,2,0,6,1
4861,985,164,453,39369,373177,0,0,6,0
4992,1056,226,438,39537,373863,2,5,8,1
5005,934,144,512,38656,372636,1,3,1,1
4872,1010,227,500,39164,372429,0,4,2,0
4956,932,137,471,38924,373637,1,4,1,1
5038,970,295,602,38906,372560,1,5,1,1
4957,905,198,460,39331,373844,2,0,8,0
4891,983,192,570,39435,374347,1,0,6,0
4888,872,274,504,38044,372465,0,2,1,1
5045,1059,183,460,38750,374072,2,4,2,1
4916,1060,270,528,37822,374273,1,3,7,0
5010,966,267,476,37759,372740,2,3,3,0
4921,922,113,579,39352,372919,1,3,1,0
4875,1035,239,426,38101,373620,0,5,8,0
4935,877,264,439,38505,372712,0,1,3,0
5041,903,281,492,39236,374349,0,2,1,0
5011,1037,116,434,38786,372613,2,5,3,1
4964,1056,151,569,38702,373475,1,1,2,0
4990,1045,283,590,38049,374195,0,2,1,0
4876,876,306,423,38696,372800,0,4,1,0
4930,999,190,480,38261,374214,2,4,2,0
4928,1003,135,498,39308,373562,1,4,2,1
5029,900,165,458,38269,373587,0,0,8,0
4906,1051,274,616,37801,373192,1,2,2,0
5040,916,248,602,39129,373569,0,3,7,1
5013,957,118,613,38665,373863,0,4,3,0
4953,920,284,595,39565,373550,0,1,8,0
4910,973,172,468,38673,372880,1,0,7,1
5048,1049,124,491,38084,372939,2,0,4,0
5052,886,182,514,39010,373399,2,3,2,1
5044,1002,200,567,37754,373284,1,2,3,0
4941,872,199,519,39189,372541,2,3,0,1
4909,1003,309,508,38646,373035,0,2,8,1
4882,967,262,532,39673,372579,1,2,7,1
4974,1061,296,616,38868,374363,1,4,1,0
5056,936,137,478,39020,373448,0,0,3,1
4907,937,255,465,38608,373140,1,2,2,1
4917,1037,168,579,38536,374128,0,1,6,0
4978,1017,211,554,39643,373214,2,0,2,1
5040,918,220,482,39126,373598,2,1,8,1
4974,903,197,597,37791,373811,1,3,4,1
4886,1068,265,513,39115,372748,0,2,1,1
4938,991,299,457,39555,372959,2,5,7,0
4968,893,272,486,38975,373046,0,5,6,1
4866,966,126,554,38131,373188,2,5,2,0
4924,963,269,420,39270,373674,0,4,6,0
4934,953,272,417,38029,373701,1,3,5,0
4860,1022,270,598,38776,374385,1,2,5,1
4977,1058,201,441,39667,372676,0,5,2,1
4908,1057,285,614,38777,372444,0,2,2,0
4871,994,204,438,38248,374315,0,4,7,0
5013,995,275,566,38113,373515,1,5,0,1
5025,872,301,607,39077,372412,1,5,5,1
5017,900,273,545,38967,374176,1,3,2,1
5009,1052,230,583,39152,373510,1,5,6,1
4887,982,141,499,39435,373528,1,0,5,1
4951,962,277,578,39417,372545,1,2,8,0
4962,890,283,507,37914,373619,2,5,3,0
4922,987,163,433,38938,372597,0,3,4,1
4986,913,254,507,38498,373761,2,0,1,0
5015,1069,230,447,39336,374365,0,5,3,0
4971,888,174,525,39032,373264,1,5,5,0
4929,999,209,555,39664,372503,1,4,0,0
4878,894,285,579,38240,373866,0,1,3,1
4898,1025,230,557,39138,373084,2,1,1,0
4899,1041,227,536,39349,373304,2,1,8,1
4905,911,235,519,37786,373696,0,1,0,1
4905,931,213,424,38878,373565,1,0,0,0
4946,1011,195,559,38796,374126,0,4,5,0
4913,1054,195,532,39729,373179,1,2,1,1
4922,925,211,499,38994,373365,2,4,0,0
4896,1013,119,492,39508,373487,1,1,1,1
5037,1044,279,542,38840,373610,2,1,6,1
5056,893,121,449,37868,373983,2,3,7,0
5033,1039,305,522,37975,374302,2,0,3,1
4917,1050,171,610,38766,374370,1,3,7,0
4864,915,263,502,39388,372720,0,5,4,1
5031,1027,144,492,38158,373775,0,0,5,0
4938,944,247,422,37995,373935,2,2,6,1
5031,998,231,600,38420,374148,0,2,3,0
4863,1061,122,514,38329,372577,1,1,5,0
4889,908,297,580,39071,373017,0,5,8,0
5053,963,185,615,39519,372716,0,3,5,0
4922,1003,231,453,37936,373899,1,2,5,0
5035,921,180,502,38652,374003,1,0,2,0
5044,902,252,604,37864,373025,0,2,2,0
5018,1002,171,520,39581,372630,2,1,4,0
5043,893,127,464,37969,372868,1,5,1,1
5056,960,298,540,39542,374267,0,5,0,0
4881,966,248,614,38249,372633,1,1,5,0
5034,928,232,499,38773,373046,1,0,2,0
5015,917,193,416,38998,373773,0,2,0,0
4998,933,264,432,39396,372473,1,0,0,0
4920,1010,163,539,39151,372576,1,4,8,0
4989,991,266,571,37830,372755,1,1,3,1
5045,1032,272,483,39440,373961,2,5,4,0
4972,1049,206,560,39309,372848,2,4,2,0
4992,967,284,522,39359,372487,0,0,6,0
4888,1029,139,488,39188,373682,1,3,6,1
5011,1065,163,520,39235,374016,2,0,1,0
4876,976,205,450,38808,373571,1,0,8,0
4932,1057,127,592,37838,374151,1,4,2,1
4867,875,300,486,39498,373268,1,3,2,1
4943,932,286,603,38718,372772,1,2,2,1
5019,965,182,552,37940,373901,1,2,5,0
5017,1060,192,609,39613,372740,0,1,5,0
4989,1047,306,502,38543,373972,2,5,4,1
4997,911,274,450,39687,372565,2,5,4,0
4891,972,260,494,38570,374156,1,5,2,1
4953,1014,128,543,39432,373686,1,4,7,1
4864,1036,129,529,39340,374291,0,3,7,0
4939,890,117,527,38614,372921,2,2,0,0
4984,1035,253,505,39300,373199,0,5,5,0
5033,988,176,453,38772,374306,1,5,7,0
4864,909,277,476,39097,372831,2,1,3,1
5030,889,301,443,38460,373085,1,4,0,0
5046,992,169,594,39042,373821,1,1,4,0
5000,938,262,484,39524,374286,2,5,6,0
4957,1041,169,421,39532,373821,1,4,3,1
4892,932,167,572,38072,373531,1,2,1,1
4898,950,259,597,39565,372752,1,1,7,0
5029,1016,272,600,38264,373618,0,0,6,1
5056,875,115,554,37888,372795,0,1,6,1
4861,1048,156,468,38113,374107,0,1,5,0
4866,1040,144,493,39354,373218,1,1,1,1
4909,1061,269,436,39312,373947,2,3,3,0
4980,1031,139,616,38905,373893,1,1,1,1
5025,1000,294,505,39020,373777,0,5,2,1
4865,973,291,592,39097,374113,2,0,0,1
4972,1048,130,529,37962,374195,2,0,3,0
5021,932,207,522,39243,374271,1,4,2,1
4977,911,229,433,39546,373707,0,2,4,1
4980,895,263,519,38828,373374,2,3,5,1
5045,965,306,452,38780,372457,2,3,8,1
4970,948,271,479,39740,373450,0,5,5,0
5050,930,208,480,39443,373102,1,0,7,1
4949,972,127,564,39038,374363,0,5,0,1
5010,931,236,581,39541,373728,2,2,3,0
4862,1031,245,418,38785,374134,1,2,8,0
4861,879,217,511,39263,373115,1,1,8,0
4890,1026,188,540,38533,372431,1,4,8,0
4887,899,276,483,38448,373598,0,1,6,1
5024,952,145,511,39652,373300,0,2,2,0
4952,902,172,615,37817,373416,1,5,5,1
4978,1010,176,592,38610,372589,1,4,7,1
4963,895,116,487,38374,374322,0,2,2,0
5046,974,221,586,39198,373442,2,4,2,1
4966,958,151,427,38008,373824,2,3,8,0
4882,1030,309,456,38099,373703,1,5,0,1
5002,1029,269,456,39709,374143,0,4,3,0
4946,930,245,535,38910,372440,0,4,3,0
4870,1039,284,520,38220,373164,1,5,3,0
5034,924,135,567,37883,374018,1,5,2,1
4983,1030,136,594,38143,374236,2,3,5,0
4964,1067,131,595,38855,372481,2,0,6,0
4911,886,310,587,38413,374323,2,0,4,0
4869,962,285,582,39405,374017,1,1,5,0
5057,1026,294,449,39107,373492,2,5,7,1
5023,992,162,607,37800,374263,0,1,4,0
5009,966,202,423,39456,373670,2,2,5,1
5011,954,185,601,39485,373851,1,5,5,0
5044,923,180,583,39354,374020,2,1,7,1
4941,961,159,439,38047,373519,2,4,2,1
4944,933,187,548,37987,373202,1,5,3,0
5017,927,286,465,38498,373845,2,0,0,1
5022,935,280,479,37936,373761,2,3,5,1
4977,942,177,604,38484,373326,0,5,0,0
5007,1027,294,485,39318,372701,0,5,0,1
4904,963,127,505,38983,372965,1,4,6,1
4999,928,148,581,39370,372869,2,4,5,1
5058,1016,131,463,38734,373790,1,2,3,1
4988,1024,221,450,38084,372968,2,3,7,0
4892,1065,217,458,39708,372740,1,5,5,0
4946,908,307,540,38769,374093,1,1,5,0
4961,883,122,460,38407,373457,1,2,2,0
4987,1032,197,582,38248,373922,1,4,0,0
4938,1060,125,531,39590,374320,0,3,8,0
4895,1045,154,574,38902,373831,0,0,1,1
5056,980,155,422,39696,373554,0,2,5,1
4869,972,207,455,39122,374233,2,1,7,1
4887,1010,204,512,38988,372883,2,0,4,0
4897,953,307,422,38736,374096,0,4,2,1
4865,968,134,436,38698,373638,1,1,5,0
4902,978,151,443,38136,372852,2,2,5,0
4868,990,277,487,39589,372593,0,1,0,1
5033,1009,217,483,38489,373133,2,3,2,1
5051,984,172,586,39117,372926,2,0,3,0
4984,988,113,491,39118,373881,1,1,2,1
5005,933,308,482,38345,374107,0,3,4,1
4889,992,139,502,37770,373496,0,3,3,0
5044,990,139,581,38888,374264,2,1,2,0
5028,1051,236,501,39286,374257,2,1,8,1
4905,888,205,437,37777,372522,1,3,5,0
4947,1066,150,485,38016,374246,0,3,0,1
5007,917,183,473,38899,373226,2,5,1,0
5003,1011,119,550,39706,373510,1,5,8,0
4962,1048,123,439,39642,374016,2,2,1,0
4879,1037,238,540,39212,373980,0,1,5,0
4982,1003,230,556,38649,373359,1,2,5,0
5037,973,186,474,39378,372741,2,0,6,1
4862,882,196,429,38135,372696,2,2,5,1
4961,975,235,570,39066,374115,0,1,8,0
4863,1001,296,484,38284,373835,0,5,4,1
5013,1000,295,474,39196,372768,0,0,1,1
5033,1068,235,552,38639,372924,1,1,1,1
4948,992,166,466,39142,373130,2,5,0,0
4992,903,118,530,38817,373957,0,2,3,1
5051,917,171,603,39055,372919,1,0,6,0
4968,971,178,431,38329,374079,2,0,6,1
5041,987,204,546,38776,372919,0,5,7,1
4909,954,240,564,38762,374088,1,2,0,0
4947,870,182,499,39297,374350,1,5,7,0
4970,963,138,582,38475,373088,0,4,1,1
5011,1029,122,472,39233,373807,2,4,8,0
4902,960,158,591,38230,374259,0,1,8,0
4930,1045,191,586,39067,373721,2,2,6,0
5049,936,136,420,38631,373783,0,2,3,1
4933,960,248,605,38857,373969,1,1,1,1
4879,946,161,504,39283,373809,1,1,8,0
4999,1007,204,599,38931,374115,2,2,5,0
4933,893,309,581,39339,372839,0,0,2,0
5029,994,278,558,38037,373083,1,0,0,1
4876,895,228,572,38340,373447,0,0,0,1
5034,1036,312,524,37885,373067,0,3,5,1
4903,909,149,581,38353,373509,2,4,5,0
4862,955,132,480,37791,373139,0,1,1,1
4954,941,185,510,38183,373434,0,2,2,0
4889,964,271,496,39421,372647,2,5,7,1
4969,913,155,422,38174,373849,1,5,0,1
4957,1051,244,569,39624,373256,0,1,4,1
5001,909,178,469,39249,373948,1,4,7,0
4928,1037,137,520,38796,372784,0,2,0,1
5039,946,285,423,38708,373178,0,0,0,0
4961,1049,217,502,37957,373980,1,4,0,0
4888,920,265,588,39300,373294,1,1,8,1
4960,877,307,549,39340,372627,0,0,8,1
5000,982,117,417,39035,374138,1,2,1,0
5035,1043,166,507,37868,373869,0,2,0,1
4953,953,300,422,38489,372424,1,1,5,1
5016,910,245,546,38594,372883,1,0,8,0
4931,903,223,611,39401,373313,0,3,5,0
4922,931,261,552,38962,373518,0,4,2,1
4966,942,129,493,37987,373834,1,4,8,1
5053,1070,199,538,39338,373082,2,1,1,1
4869,1039,145,565,38790,373806,1,4,5,0
4928,872,170,573,38440,373057,2,0,4,0
5057,1013,144,610,39301,373460,2,4,4,0
4869,911,206,485,38071,373443,2,4,1,1
4886,915,128,610,39609,373357,1,3,8,0
5021,1065,200,555,38305,373964,2,4,2,1
4950,1011,255,575,37897,373464,0,3,5,1
5002,1063,164,423,38697,372852,1,1,8,1
4898,1024,194,447,39622,373460,1,0,1,0
4998,1035,264,429,38416,373906,1,5,0,1
5036,971,255,503,39322,372859,2,1,7,1
4938,933,246,487,37750,373651,1,3,3,0
4917,885,223,596,39264,373625,0,3,5,1
4865,910,259,427,39676,372773,1,2,2,1
5049,971,145,492,37858,373765,1,1,0,1
5043,1020,230,454,38671,373231,2,0,0,0
4887,987,313,578,39442,373292,2,1,7,1
4912,885,252,440,38398,373351,0,4,7,1
4989,969,311,464,39673,372809,1,1,5,0
4898,885,239,516,39297,372666,0,5,8,1
5001,977,180,550,39530,372574,1,2,6,0
4884,916,130,573,38012,373941,2,4,7,1
4872,1068,159,422,39193,374218,2,4,5,1
5027,1028,116,563,38804,374120,0,3,8,0
5008,875,224,567,38901,374336,2,2,6,0
4930,998,151,462,39054,372729,0,1,4,1
4985,956,168,545,37938,373542,1,3,0,1
5020,1036,156,571,38628,372747,1,3,4,1
4964,1035,263,481,38231,373690,1,0,5,1
4890,1065,225,516,38536,373471,1,3,1,1
5037,971,311,573,39502,372630,1,2,5,0
5047,907,234,447,39405,373119,0,0,1,0
4910,1021,217,430,39172,373327,0,4,7,0
4981,989,171,517,38090,374387,1,2,4,1
4883,935,300,532,37814,373903,2,3,1,0
4927,903,183,552,38882,373956,0,4,4,1
4994,943,283,530,38803,372467,0,4,7,0
4986,950,191,514,39632,373196,1,0,0,1
4952,938,246,495,38129,372618,0,5,1,1
4997,946,274,453,39716,372886,0,0,5,1
4973,998,208,539,37902,372409,0,3,4,0
4979,924,283,447,38642,373860,0,5,3,1
4926,1045,147,571,38270,373768,2,3,0,0
5034,893,165,477,38572,373999,2,5,3,0
5030,995,138,505,38535,373292,0,0,5,1
5002,907,113,589,38616,374078,1,1,7,0
4868,1007,144,450,38876,373238,0,5,7,0
4927,1020,230,594,38624,374067,0,1,4,0
4926,874,126,577,38783,374152,0,4,1,1
4922,990,128,615,38987,374254,1,3,5,1
5021,897,119,586,37806,373095,0,4,1,0
5045,919,291,479,38684,373144,1,3,3,1
4988,978,114,491,39221,373631,2,2,4,0
4941,991,120,565,38383,373268,1,3,1,1
4872,1048,259,611,38469,374236,0,0,4,1
4995,911,156,429,38816,373513,2,0,0,0
4921,1006,303,592,38867,373456,2,1,1,1
5026,1019,166,448,38917,373426,1,0,2,1
4981,924,225,422,38452,373242,1,1,5,0
4924,952,310,476,38215,373798,2,1,3,0
4946,920,312,612,39355,374027,2,4,1,1
4929,930,149,560,38910,374163,0,2,0,1
4858,944,244,484,38524,372697,2,0,2,0
4982,1039,216,560,38527,373789,1,3,3,0
5023,891,136,530,39130,373789,0,4,0,1
4913,895,240,444,38124,373913,2,0,2,1
4985,1019,164,569,39523,373738,2,0,1,0
5005,985,220,589,38972,373636,2,3,0,0
4909,1017,272,563,37940,374320,1,5,8,1
4946,1058,199,600,38349,373373,2,0,8,1
4907,1061,231,509,39207,373231,0,3,7,1
5007,914,249,460,38867,372473,1,3,0,0
4938,1042,300,582,39475,374095,0,0,3,1
4890,964,187,494,38548,373169,2,1,8,0
4888,924,150,502,39600,374236,1,2,0,0
4987,964,126,489,38204,372409,2,1,0,0
5013,873,249,542,39402,373639,2,3,3,1
5055,1025,282,613,39139,372864,1,0,5,1
4991,921,162,501,39283,373592,2,5,2,1
4869,1035,148,437,39203,372872,2,3,5,1
4905,1043,214,486,38093,373660,1,1,2,1
4996,986,286,505,39313,373471,0,2,4,1
5050,961,275,609,38430,373718,2,5,3,0
4935,969,265,417,38402,372488,2,4,1,1
4949,978,288,599,38684,373995,2,2,8,1
4930,942,127,512,38793,373241,0,5,8,0
4907,1022,249,582,38078,372684,2,3,2,0
4903,1070,274,521,37750,373001,1,3,4,0
5049,879,214,564,38877,373602,2,2,3,1
4918,991,240,452,37926,372638,1,1,8,0
5051,1017,233,557,38454,373813,1,1,5,1
4896,892,188,476,39402,372724,0,4,8,1
4925,966,306,507,38135,372868,1,2,0,0
4913,992,235,563,38662,374378,2,1,7,1
4948,872,283,517,38626,373565,1,3,2,0
5049,978,196,476,38073,374204,2,3,7,0
4965,986,158,469,37879,373423,0,5,8,1
4887,891,283,419,39021,372655,2,5,7,1
5008,930,246,501,37880,374001,2,4,2,0
4955,939,242,435,37818,373027,1,0,7,1
4873,928,306,536,38355,373215,2,3,8,1
4887,1035,224,552,39355,373672,1,5,3,0
5010,914,145,556,38542,374225,1,5,3,0
4913,931,238,515,39489,372965,1,2,3,1
4919,1016,259,475,39211,372853,1,0,4,1
4931,1045,162,479,39315,374011,2,4,6,1
5000,1054,164,467,38763,373235,1,1,3,1
4994,895,117,475,38768,372857,1,0,0,0
4872,1031,184,561,39091,374337,0,4,6,1
4921,1043,222,419,38309,373506,1,1,4,1
5028,1058,224,541,38062,372535,2,4,7,1
4980,973,166,556,38599,373986,0,3,4,1
4983,1007,277,482,39536,372542,2,4,1,1
4871,870,289,492,39064,372513,1,2,1,1
5022,1030,236,562,38714,373002,1,4,8,0
4906,1036,200,571,39121,374025,1,0,0,1
5034,1050,194,572,38707,374177,2,2,7,1
4865,1050,121,498,38216,373555,2,2,3,0
4940,915,199,486,39181,374205,0,3,8,0
5030,973,226,450,39158,373710,0,5,6,0
4876,983,283,531,39410,373670,0,1,5,0
5005,964,204,550,38717,374228,0,4,1,1
4996,1051,255,443,39360,373084,0,2,4,0
4874,929,158,493,38012,373012,0,3,7,0
5001,950,163,608,39700,374381,0,3,0,1
4968,899,114,450,38736,373196,2,2,8,1
4905,984,118,575,38170,372775,1,2,0,1
4977,925,272,532,39131,372746,2,2,8,0
4898,936,309,557,38699,373007,1,3,7,0
4868,911,150,579,39120,374169,1,3,6,0
4934,1065,188,461,38027,374099,1,1,7,0
4961,1039,302,417,38356,372783,1,5,2,1
4895,1034,310,458,38553,374330,0,3,5,1
4986,951,165,480,39012,373056,1,1,0,0
4981,965,270,544,39539,374048,0,4,8,1
4971,1022,154,471,38138,372585,0,0,3,0
4905,998,222,495,38004,373303,2,5,8,0
4932,906,197,437,38876,373697,0,2,2,1
4913,961,240,537,39506,373958,1,0,6,0
4920,904,257,602,39699,373199,2,0,5,0
4938,918,232,515,38951,374053,2,2,5,1
4930,905,192,519,38329,373401,1,3,2,0
5057,901,172,604,38193,373165,2,5,5,0
4875,1059,212,508,39591,372673,0,2,4,1
4885,926,192,479,39014,373569,0,4,2,1
4926,888,272,466,37781,372436,1,0,7,1
4989,962,272,555,39520,373981,1,2,4,0
4858,1013,256,437,37865,374249,1,0,8,0
4982,1060,282,547,37860,373899,1,3,8,1
5001,965,126,587,38158,373348,0,1,7,1
5023,1053,248,573,38969,373463,0,0,5,1
4997,914,311,576,38306,373161,0,2,4,0
5022,1043,199,612,37859,373534,0,3,7,0
5058,1038,147,545,39320,374034,2,0,4,0
4958,943,308,433,38548,372412,2,5,4,0
4920,876,252,438,39203,373489,0,0,0,1
4975,912,266,547,38495,373479,2,0,2,1
5055,882,181,567,39044,374362,1,4,4,0
5003,1011,146,582,38025,373393,1,3,1,0
5056,923,174,439,38797,373652,2,0,7,0
4968,938,304,586,37797,373508,1,5,7,1
5016,1009,210,579,39219,374010,0,1,1,0
4882,976,127,429,38014,373476,0,5,6,1
4930,1064,118,442,38681,373586,0,3,6,1
4916,902,203,497,39202,372732,2,2,6,0
4893,939,225,491,37955,372779,1,0,6,1
4966,910,149,616,39375,374311,0,3,2,1
4949,887,292,505,39455,372598,1,3,6,1
5056,881,166,602,37897,374187,1,4,4,0
5023,1054,217,437,37743,372631,0,4,1,1
4883,1013,240,426,38810,373518,2,0,0,1
4949,1012,155,473,37917,373491,0,1,7,1
4981,962,245,490,38839,374011,1,4,8,1
5014,1066,126,484,39220,373619,0,0,4,0
4941,959,132,562,37926,373509,2,1,8,0
4958,986,242,420,38540,372834,0,0,7,1
4970,970,259,490,39285,372757,2,1,3,1
4866,939,299,446,38839,373666,1,2,8,0
4889,1049,182,605,39471,372516,0,4,5,0
4965,917,134,478,37995,374144,0,2,5,1
5001,905,287,569,39479,373537,2,3,1,0
5051,903,284,461,38752,373343,0,4,0,1
4938,1031,262,528,39424,372938,1,1,0,1
4940,957,313,568,38633,374294,0,1,4,0
4975,913,181,492,37893,374006,2,4,5,0
4959,871,215,418,38715,373695,0,0,1,1
4940,930,279,488,39699,373890,2,1,7,0
4868,1049,145,585,39010,372919,2,1,1,0
5010,1065,310,498,38425,373641,1,0,2,1
4940,914,159,575,38951,374358,1,0,3,0
5004,962,128,473,38476,374185,0,5,7,0
5050,923,147,448,39244,373484,0,0,4,0
5003,1026,248,438,38474,372946,2,0,1,1
5028,1035,230,491,38635,373713,1,1,5,1
4986,984,115,456,39294,374367,0,4,6,1
5056,877,215,487,39401,373755,2,2,4,1
4859,977,147,598,38917,374083,2,2,3,1
4883,910,162,516,39550,373580,0,2,1,1
4919,883,179,490,39465,372925,0,0,8,0
5053,1044,152,502,38061,374328,1,0,7,1
4937,988,217,440,38438,372406,0,1,2,1
4945,889,221,570,38427,372589,2,2,0,0
4871,923,239,537,39735,373390,0,5,5,1
5035,929,254,583,38843,374235,2,1,3,1
4965,1030,178,485,39520,372941,0,4,3,1
5045,987,163,578,37976,372746,2,0,4,1
4912,884,184,458,39480,373092,0,0,5,1
5027,988,302,493,38297,373162,2,4,3,0
4976,1070,220,591,38273,374220,0,3,7,0
4905,965,246,494,38113,373385,0,4,6,1
5004,967,300,597,37751,373044,0,5,7,0
