edad,trabajo,estado_civil ,educacion,total_hijos,credito_sin_pago,prestamo_vivienda,prestamo_personal,valor_prestamo,dias_ultimo_pago,tarjetas_credito,contacto,mes,dia_semana,duracion_ultimo_contacto,dias_ultimo_contacto,anterior_contacto,numero_empleados,si_no
49,blue-collar,divorced,tecnical_school,8,no,yes,no,201830,0,5,cellular,nov,wed,82,29,0,1640,0
37,admin.,single,Technological_school,2,no,no,no,0,0,4,telephone,may,fri,147,0,0,1581,0
27,technician,single,university.degree,6,no,yes,no,458184,0,5,cellular,may,mon,90,43,1,1967,0
50,admin.,married,university.degree,8,no,no,no,0,0,2,telephone,aug,wed,237,0,0,397,0
31,admin.,single,university.degree,1,no,no,no,0,0,0,cellular,nov,fri,85,0,0,160,0
35,admin.,married,university.degree,0,no,yes,no,367306,0,0,telephone,sep,wed,7,74,0,820,0
36,technician,married,professional.course,3,no,yes,no,72264,0,3,cellular,may,fri,157,57,0,110,0
32,services,single,tecnical_school,6,no,no,yes,157898,0,0,telephone,jun,thu,139,36,0,1062,0
46,admin.,divorced,university.degree,0,no,yes,no,53052,0,3,telephone,may,tue,304,32,0,757,0
40,technician,married,professional.course,2,no,no,no,0,0,5,cellular,aug,mon,40,0,0,95,0
32,services,single,professional.course,8,no,yes,no,403913,0,4,cellular,jun,tue,297,4,2,1284,0
29,admin.,single,university.degree,5,no,yes,no,454313,0,1,cellular,aug,thu,184,67,0,1420,0
45,admin.,married,tecnical_school,4,no,no,no,0,0,2,cellular,aug,thu,524,0,0,1704,0
30,admin.,single,Technological_school,3,no,yes,no,453370,0,1,cellular,may,fri,195,42,1,792,0
49,entrepreneur,married,university.degree,2,no,no,yes,481751,0,0,cellular,apr,mon,281,71,0,607,0
33,services,married,preschool,1,no,no,no,0,0,2,telephone,may,thu,402,0,0,894,0
55,blue-collar,married,preschool,7,unknown,yes,no,261226,0,3,telephone,may,mon,262,11,0,730,0
37,admin.,single,university.degree,3,no,yes,no,21665,0,5,telephone,jun,thu,93,71,0,400,0
31,student,single,university.degree,6,no,no,no,0,0,0,cellular,jul,thu,84,0,0,1551,0
43,unemployed,married,professional.course,8,no,no,no,0,0,5,telephone,aug,tue,18,0,0,332,0
30,technician,married,tecnical_school,7,no,no,yes,307254,0,3,cellular,jul,thu,536,15,0,439,0
48,technician,married,professional.course,7,unknown,yes,no,467397,0,2,telephone,may,fri,248,12,0,75,0
32,blue-collar,married,preschool,1,no,yes,no,336814,0,4,cellular,may,fri,460,66,0,155,0
33,admin.,single,university.degree,6,no,yes,no,74087,0,5,telephone,jun,wed,113,82,0,1181,0
37,blue-collar,married,professional.course,0,no,yes,no,499625,0,1,telephone,may,thu,112,54,0,1807,0
57,blue-collar,married,preschool,7,unknown,yes,yes,90057,0,0,telephone,jul,wed,10,17,0,1318,0
41,housemaid,divorced,tecnical_school,1,unknown,no,no,0,0,2,cellular,jul,wed,141,0,0,1354,0
57,housemaid,divorced,primary_school,6,no,yes,no,29713,0,2,telephone,jul,thu,51,47,0,95,0
34,housemaid,married,primary_school,2,no,yes,no,470480,0,5,telephone,may,mon,300,70,0,573,0
31,student,single,unknown,1,no,yes,no,342586,0,3,cellular,aug,thu,306,86,0,896,1
36,admin.,single,tecnical_school,7,no,yes,yes,209120,0,0,telephone,apr,wed,173,34,0,496,1
38,blue-collar,married,primary_school,2,unknown,yes,no,442532,0,4,telephone,may,thu,125,4,0,1413,0
52,admin.,married,university.degree,1,no,yes,no,133821,0,2,cellular,apr,mon,181,2,1,132,0
51,blue-collar,married,professional.course,5,unknown,yes,no,215034,0,2,cellular,may,tue,273,51,0,626,0
58,housemaid,married,preschool,0,no,yes,no,277345,0,5,telephone,may,wed,154,8,0,690,0
51,technician,divorced,professional.course,3,no,yes,yes,370137,0,4,cellular,apr,fri,84,6,1,151,0
54,technician,married,professional.course,6,no,no,yes,106124,0,2,telephone,jul,fri,395,50,0,402,0
26,services,single,Technological_school,4,no,no,no,0,0,1,telephone,aug,mon,6,0,3,1518,0
27,management,single,Technological_school,0,no,unknown,unknown,0,0,3,telephone,jun,wed,155,0,0,931,0
28,blue-collar,married,Technological_school,6,no,yes,no,180670,0,5,cellular,jul,mon,392,89,0,998,0
47,services,married,unknown,0,no,no,no,0,0,1,telephone,may,wed,262,0,0,579,0
36,blue-collar,married,tecnical_school,5,unknown,yes,no,159508,0,4,telephone,jun,thu,102,75,0,1765,0
53,housemaid,married,preschool,2,no,unknown,unknown,0,0,2,telephone,jun,tue,259,0,0,995,0
53,admin.,married,university.degree,5,unknown,yes,no,187858,0,0,telephone,may,fri,231,61,0,244,0
39,technician,married,Technological_school,8,no,yes,no,364024,0,0,cellular,nov,fri,408,11,0,1539,0
36,management,divorced,university.degree,2,no,no,no,0,0,3,cellular,sep,tue,190,0,1,1607,1
26,admin.,married,university.degree,6,no,yes,no,410403,0,5,cellular,mar,mon,154,75,0,1314,1
34,services,single,Technological_school,7,no,yes,yes,33349,0,0,cellular,may,thu,269,74,0,489,0
36,admin.,married,university.degree,8,no,no,no,0,0,1,cellular,may,wed,449,0,0,1411,0
34,admin.,single,university.degree,4,no,yes,no,470476,0,5,cellular,aug,tue,174,1,0,479,0
34,technician,single,university.degree,1,no,no,no,0,0,1,cellular,mar,thu,251,0,2,44,1
42,blue-collar,married,preschool,3,no,yes,yes,415795,0,0,cellular,apr,thu,35,65,0,1668,0
31,admin.,single,Technological_school,1,no,yes,no,292893,0,5,telephone,may,fri,289,10,0,1074,0
41,admin.,single,Technological_school,7,no,no,no,0,0,2,cellular,may,mon,466,0,0,898,0
41,admin.,divorced,university.degree,3,no,yes,no,295914,0,4,cellular,aug,wed,116,74,0,644,0
37,services,married,Technological_school,5,unknown,no,no,0,0,0,telephone,jun,thu,106,0,0,557,0
49,admin.,married,university.degree,3,no,yes,no,353955,0,1,cellular,apr,mon,404,53,1,619,0
28,services,single,Technological_school,2,no,no,no,0,0,3,telephone,may,thu,32,0,0,764,0
31,technician,married,tecnical_school,0,unknown,yes,no,400356,0,3,telephone,may,mon,179,17,0,1104,0
38,blue-collar,single,Technological_school,7,no,yes,no,372007,0,4,cellular,sep,wed,263,53,3,1254,1
28,admin.,single,university.degree,4,no,no,no,0,0,5,cellular,oct,fri,317,0,0,1194,0
29,blue-collar,married,tecnical_school,8,no,yes,no,26099,0,3,cellular,jul,mon,104,69,0,1977,0
20,services,single,Technological_school,8,no,yes,no,341460,0,5,telephone,jun,wed,290,42,0,845,0
49,management,married,university.degree,6,unknown,no,no,0,0,4,telephone,aug,fri,145,0,0,1688,0
45,blue-collar,married,tecnical_school,4,no,yes,no,145704,0,3,cellular,aug,thu,773,8,0,767,1
41,blue-collar,married,tecnical_school,3,unknown,yes,no,393062,0,0,telephone,jun,thu,512,79,0,26,1
51,technician,married,professional.course,3,unknown,yes,no,259483,0,2,cellular,aug,wed,365,41,0,525,0
32,technician,single,professional.course,0,no,yes,yes,431709,0,1,cellular,jul,thu,234,83,0,696,0
30,self-employed,single,university.degree,1,no,yes,no,178399,0,0,cellular,apr,thu,214,43,0,1070,1
43,blue-collar,married,unknown,5,no,yes,no,189725,0,5,cellular,may,tue,756,6,0,1965,0
40,admin.,married,Technological_school,6,unknown,no,yes,65158,0,0,cellular,may,fri,326,8,0,1897,0
51,admin.,married,university.degree,2,no,yes,no,434642,0,2,cellular,aug,thu,238,78,0,814,0
33,admin.,single,tecnical_school,4,no,no,no,0,0,1,cellular,may,wed,245,0,0,993,0
42,services,married,tecnical_school,6,no,no,no,0,0,2,telephone,oct,thu,71,0,0,1719,0
35,admin.,single,university.degree,3,no,no,no,0,0,1,cellular,aug,tue,58,0,0,947,0
34,admin.,married,tecnical_school,4,no,yes,no,101754,0,5,cellular,may,fri,152,86,0,833,0
39,blue-collar,single,preschool,2,no,unknown,unknown,0,0,0,cellular,may,wed,1079,0,0,1146,0
44,technician,divorced,professional.course,1,unknown,yes,no,457640,0,2,cellular,aug,thu,145,53,0,1150,0
54,blue-collar,married,preschool,8,no,no,no,0,0,0,cellular,jul,fri,271,0,0,1880,0
33,technician,married,professional.course,3,no,yes,yes,493781,0,2,cellular,may,fri,500,76,0,1583,0
46,services,divorced,Technological_school,5,no,yes,no,319552,0,5,cellular,jul,wed,652,80,0,758,0
41,services,married,tecnical_school,1,no,yes,yes,155952,0,3,telephone,may,thu,75,85,0,1508,0
36,management,married,university.degree,0,no,yes,no,277143,0,4,cellular,nov,wed,638,0,0,601,0
53,blue-collar,married,preschool,4,no,no,no,0,0,0,telephone,may,tue,233,0,0,1392,0
30,blue-collar,married,unknown,4,no,no,no,0,0,3,telephone,may,wed,85,0,0,1818,0
33,admin.,married,university.degree,6,no,no,yes,71920,0,1,cellular,aug,tue,149,67,0,647,0
50,housemaid,divorced,Technological_school,1,unknown,yes,no,352589,0,5,telephone,jun,wed,763,76,0,1396,0
36,entrepreneur,married,university.degree,6,no,yes,no,210719,0,5,cellular,may,wed,239,53,0,1557,0
36,unknown,single,primary_school,2,unknown,no,no,0,0,1,telephone,may,thu,1244,0,0,514,0
50,self-employed,married,university.degree,1,no,no,no,0,0,3,cellular,aug,thu,273,0,0,1096,0
44,housemaid,single,unknown,5,unknown,yes,yes,291506,0,3,telephone,may,fri,234,84,0,1841,0
25,admin.,married,Technological_school,6,no,no,no,0,0,4,cellular,jul,mon,68,0,0,1038,0
86,retired,single,tecnical_school,3,unknown,no,no,0,0,5,telephone,jun,wed,955,0,0,1090,1
30,technician,single,professional.course,6,no,yes,no,262283,0,2,cellular,nov,thu,127,26,1,641,0
40,blue-collar,married,tecnical_school,3,no,yes,no,322066,0,4,cellular,nov,mon,111,41,0,1443,0
41,blue-collar,married,preschool,2,unknown,yes,no,478135,0,3,telephone,may,thu,151,46,0,1751,0
36,blue-collar,married,tecnical_school,8,no,yes,yes,478189,0,3,cellular,may,thu,314,82,0,1086,0
56,services,divorced,Technological_school,2,no,no,no,0,0,4,cellular,jul,tue,57,0,0,765,0
43,management,married,university.degree,4,no,no,no,0,0,1,cellular,aug,wed,104,0,0,1411,0
41,blue-collar,married,tecnical_school,7,no,no,no,0,0,5,cellular,oct,mon,79,0,1,376,0
38,services,married,Technological_school,5,unknown,no,no,0,0,4,telephone,may,fri,293,0,0,347,0
31,entrepreneur,divorced,preschool,1,no,no,no,0,0,2,cellular,nov,tue,290,0,1,376,0
32,entrepreneur,married,primary_school,5,no,yes,yes,45674,0,3,cellular,nov,wed,56,27,0,1012,0
56,retired,married,university.degree,1,no,no,no,0,0,2,cellular,may,wed,108,0,0,810,1
24,services,married,Technological_school,2,no,no,no,0,0,3,telephone,jul,thu,139,0,0,178,0
49,admin.,married,Technological_school,4,no,no,no,0,0,5,cellular,may,tue,57,0,1,1728,0
45,self-employed,married,preschool,7,unknown,unknown,unknown,0,0,3,cellular,aug,tue,104,0,0,282,0
37,admin.,single,Technological_school,8,no,yes,no,32547,0,5,cellular,nov,thu,1035,70,0,1338,1
44,admin.,married,university.degree,7,unknown,yes,no,255106,0,1,cellular,aug,wed,641,19,0,60,1
39,technician,married,university.degree,7,unknown,yes,no,43928,0,5,cellular,aug,thu,76,7,0,1648,0
34,admin.,single,Technological_school,4,no,no,no,0,0,1,cellular,jul,wed,127,0,0,833,0
54,management,married,university.degree,5,no,yes,yes,198329,0,2,cellular,may,fri,85,37,0,806,0
44,admin.,married,Technological_school,5,unknown,no,no,0,0,4,cellular,jul,mon,327,0,0,1033,0
37,blue-collar,single,Technological_school,4,no,no,no,0,0,4,telephone,may,fri,79,0,0,463,0
21,blue-collar,single,tecnical_school,5,no,no,no,0,0,5,cellular,may,mon,154,0,0,1144,0
49,management,married,university.degree,2,no,no,yes,314815,0,0,cellular,apr,thu,296,90,0,1437,0
45,services,divorced,Technological_school,2,unknown,yes,no,372259,0,1,cellular,nov,fri,120,42,0,586,0
37,services,married,Technological_school,1,no,yes,no,90917,0,5,telephone,jun,thu,52,69,0,1460,0
43,services,married,primary_school,7,unknown,yes,yes,408699,0,2,cellular,jul,mon,76,88,0,1581,0
34,unemployed,married,Technological_school,8,no,yes,no,277057,0,3,cellular,nov,mon,564,24,0,803,0
28,unemployed,single,Technological_school,8,no,no,no,0,0,1,telephone,may,fri,109,0,0,1473,0
43,blue-collar,married,tecnical_school,5,unknown,yes,no,443670,0,2,cellular,may,tue,545,54,0,1728,0
48,blue-collar,married,Technological_school,0,unknown,no,no,0,0,0,telephone,may,thu,202,0,0,1429,0
38,management,divorced,university.degree,0,no,yes,no,118497,0,0,cellular,apr,mon,182,77,1,28,1
29,technician,married,university.degree,6,no,yes,no,303214,0,2,cellular,apr,wed,58,58,0,874,0
32,blue-collar,married,tecnical_school,0,no,no,no,0,0,4,cellular,apr,mon,41,0,0,515,0
32,blue-collar,married,tecnical_school,8,no,yes,yes,83883,0,2,telephone,jun,tue,118,84,0,1603,0
44,blue-collar,married,preschool,6,no,no,yes,141236,0,5,telephone,may,thu,59,10,0,1242,0
44,entrepreneur,married,preschool,5,no,unknown,unknown,0,0,2,cellular,aug,mon,111,0,0,1250,0
43,admin.,single,Technological_school,7,no,no,yes,248270,0,4,telephone,jun,tue,495,5,0,1801,0
34,admin.,single,university.degree,2,no,no,no,0,0,5,telephone,mar,tue,225,0,1,1429,1
55,blue-collar,married,tecnical_school,7,no,yes,yes,13362,0,3,cellular,aug,thu,142,2,0,785,0
30,admin.,single,university.degree,5,no,no,yes,324897,0,4,cellular,oct,thu,102,3,1,400,0
50,technician,married,professional.course,4,no,yes,no,132621,0,2,telephone,jun,tue,78,3,0,272,0
54,technician,married,professional.course,7,no,no,no,0,0,2,cellular,jul,fri,796,0,0,118,0
39,services,married,tecnical_school,7,unknown,yes,yes,234886,0,0,telephone,apr,wed,93,13,0,1835,0
30,technician,single,professional.course,2,no,yes,no,148218,0,3,cellular,may,thu,377,36,0,1185,0
25,student,single,university.degree,0,no,yes,no,385220,0,5,cellular,apr,thu,92,40,1,1958,0
52,services,married,Technological_school,0,no,yes,no,423582,0,5,cellular,may,tue,108,85,0,1998,0
32,technician,married,professional.course,5,no,yes,no,281345,0,3,cellular,jun,mon,108,0,0,1335,0
40,technician,single,professional.course,1,no,no,no,0,0,1,cellular,aug,wed,113,0,0,319,0
47,admin.,married,university.degree,8,no,no,no,0,0,1,telephone,jun,fri,143,0,0,1586,0
36,management,married,university.degree,7,no,no,no,0,0,2,cellular,aug,thu,112,0,0,762,0
82,retired,divorced,preschool,4,no,yes,no,382264,0,2,cellular,sep,thu,143,46,1,1345,1
38,entrepreneur,married,tecnical_school,1,no,no,no,0,0,4,telephone,may,fri,104,0,0,873,0
29,admin.,single,Technological_school,3,no,no,yes,81911,0,1,telephone,jul,fri,21,89,0,806,0
56,admin.,married,unknown,8,unknown,yes,no,73420,0,0,telephone,may,tue,705,27,0,454,0
45,management,married,university.degree,7,no,no,no,0,0,3,telephone,apr,wed,221,0,0,169,0
32,technician,married,Technological_school,7,unknown,yes,no,172145,0,3,cellular,aug,mon,73,32,0,310,0
61,admin.,married,Technological_school,8,no,yes,yes,274771,0,5,cellular,nov,wed,386,37,0,678,1
30,technician,single,university.degree,6,no,yes,no,275972,0,1,cellular,jul,wed,72,31,0,1217,0
29,blue-collar,single,tecnical_school,0,no,no,no,0,0,0,cellular,jul,fri,187,0,0,43,0
58,technician,married,preschool,1,unknown,yes,yes,318727,0,4,telephone,jun,fri,269,22,0,414,0
28,blue-collar,married,tecnical_school,6,no,yes,no,29440,0,4,cellular,may,fri,14,76,0,358,0
35,technician,single,professional.course,6,no,yes,no,494393,0,2,cellular,aug,wed,536,89,0,361,0
54,admin.,married,Technological_school,7,no,no,no,0,0,2,cellular,aug,tue,84,0,0,1389,0
60,blue-collar,married,preschool,0,no,yes,no,12631,0,0,cellular,may,mon,272,84,2,759,1
36,admin.,married,university.degree,0,no,no,no,0,0,2,cellular,may,wed,37,0,0,1138,0
42,blue-collar,divorced,Technological_school,4,no,no,no,0,0,4,telephone,jun,tue,256,0,0,1167,0
46,blue-collar,married,primary_school,0,no,no,no,0,0,5,cellular,nov,thu,123,0,0,1302,0
36,self-employed,married,university.degree,0,no,no,no,0,0,0,telephone,may,tue,346,0,0,387,0
31,admin.,married,Technological_school,8,no,yes,no,207862,0,1,cellular,aug,wed,91,82,0,11,0
23,services,married,Technological_school,5,no,no,no,0,0,2,cellular,jul,wed,650,0,0,492,1
44,blue-collar,divorced,primary_school,0,no,no,no,0,0,3,telephone,may,wed,133,0,0,1451,0
53,blue-collar,married,preschool,7,no,yes,no,334654,0,4,cellular,nov,fri,15,21,0,401,0
47,blue-collar,divorced,preschool,2,no,yes,no,218496,0,1,telephone,jun,fri,48,83,0,1683,0
28,technician,married,tecnical_school,0,no,yes,no,438455,0,4,telephone,jun,thu,225,62,0,1232,0
31,services,divorced,Technological_school,5,unknown,no,no,0,0,3,cellular,may,thu,45,0,1,1524,0
50,admin.,married,Technological_school,6,no,yes,no,454217,0,5,cellular,jul,tue,98,39,1,1338,0
36,technician,divorced,professional.course,3,no,no,no,0,0,3,cellular,jul,mon,36,0,0,1622,0
27,admin.,single,Technological_school,0,no,yes,no,273981,0,0,cellular,may,mon,94,35,0,1187,0
39,entrepreneur,married,professional.course,3,no,yes,no,137683,0,4,cellular,nov,thu,291,58,0,1510,0
40,management,married,university.degree,7,no,yes,no,306886,0,4,telephone,may,thu,345,71,0,1263,0
31,admin.,married,university.degree,4,no,no,no,0,0,5,cellular,aug,wed,196,0,0,217,0
51,blue-collar,married,tecnical_school,7,unknown,yes,no,274383,0,1,cellular,apr,fri,81,2,1,1049,0
35,services,single,Technological_school,6,no,no,no,0,0,4,cellular,may,fri,198,0,0,1798,0
35,admin.,single,university.degree,3,no,yes,no,499468,0,3,cellular,aug,tue,63,51,0,1522,0
48,services,divorced,Technological_school,1,unknown,no,no,0,0,0,cellular,apr,thu,235,0,1,1774,0
35,services,single,Technological_school,6,no,yes,no,282617,0,1,cellular,may,wed,185,75,1,91,0
38,services,single,Technological_school,2,no,yes,no,49937,0,3,telephone,sep,thu,1,14,3,631,0
40,admin.,married,Technological_school,5,no,no,no,0,0,5,telephone,may,fri,171,0,0,1044,0
48,retired,married,preschool,1,unknown,no,yes,409182,0,0,cellular,jul,mon,780,85,0,396,0
33,admin.,single,Technological_school,2,no,yes,no,492746,0,2,cellular,may,wed,135,11,1,991,0
39,blue-collar,divorced,tecnical_school,2,no,yes,no,57607,0,1,telephone,may,fri,249,59,0,1130,0
34,services,married,Technological_school,3,unknown,no,no,0,0,4,cellular,may,tue,148,0,0,218,0
61,blue-collar,married,professional.course,2,no,yes,no,269244,0,2,cellular,oct,thu,246,22,0,962,1
34,admin.,married,Technological_school,3,no,yes,yes,47793,0,1,cellular,nov,mon,56,29,0,689,0
29,blue-collar,married,tecnical_school,0,no,no,no,0,0,4,telephone,may,mon,65,0,0,766,0
53,technician,married,professional.course,0,no,yes,yes,205688,0,2,cellular,sep,fri,730,40,1,880,1
34,admin.,married,Technological_school,1,no,yes,no,133937,0,1,telephone,jul,thu,12,74,1,278,0
44,technician,married,Technological_school,7,no,yes,yes,493740,0,2,cellular,oct,mon,310,8,1,1233,1
40,admin.,single,Technological_school,7,no,yes,no,338747,0,1,telephone,nov,thu,119,18,0,290,0
58,retired,married,professional.course,7,no,no,no,0,0,1,cellular,nov,wed,577,0,0,1287,0
50,technician,married,professional.course,8,unknown,no,yes,480137,0,1,cellular,jul,tue,106,22,0,1274,0
47,technician,married,professional.course,1,no,no,no,0,0,0,telephone,may,fri,135,0,0,691,0
31,unemployed,married,university.degree,2,no,no,no,0,0,2,cellular,aug,wed,147,0,0,1729,0
37,admin.,single,Technological_school,8,no,yes,yes,40630,0,5,telephone,may,fri,123,71,0,1483,0
39,services,divorced,Technological_school,7,unknown,yes,no,379291,0,1,telephone,may,mon,52,30,0,120,0
28,services,married,Technological_school,6,no,yes,no,385194,0,1,cellular,jul,tue,376,82,0,599,0
39,blue-collar,single,preschool,7,no,no,no,0,0,2,telephone,may,thu,122,0,0,1257,0
31,technician,single,university.degree,6,no,yes,no,285026,0,5,cellular,nov,thu,88,17,0,104,0
33,blue-collar,married,preschool,1,unknown,no,no,0,0,0,telephone,may,thu,98,0,0,1602,0
27,blue-collar,unknown,Technological_school,1,no,no,no,0,0,1,cellular,aug,fri,192,0,1,37,1
33,admin.,married,university.degree,5,no,no,no,0,0,3,cellular,jul,thu,1018,0,0,1210,0
31,services,single,Technological_school,5,no,no,no,0,0,1,telephone,jul,wed,106,0,0,35,0
27,student,single,Technological_school,7,no,yes,no,206959,0,2,telephone,jun,thu,84,13,0,402,0
56,blue-collar,married,tecnical_school,7,unknown,yes,no,463219,0,5,cellular,may,fri,520,55,1,46,0
33,admin.,divorced,Technological_school,0,no,no,yes,209094,0,1,cellular,jul,thu,83,22,0,1675,0
53,blue-collar,married,preschool,8,unknown,yes,no,132175,0,1,telephone,jun,fri,21,54,0,1594,0
30,admin.,married,university.degree,5,no,no,no,0,0,5,telephone,may,thu,99,0,0,410,0
46,admin.,married,Technological_school,1,no,yes,yes,360886,0,2,cellular,sep,fri,154,5,0,597,0
44,services,married,Technological_school,3,no,yes,yes,366696,0,1,telephone,may,mon,391,90,0,887,0
46,services,married,Technological_school,4,unknown,no,no,0,0,0,cellular,jul,mon,57,0,0,1349,0
37,management,single,university.degree,4,no,yes,no,486898,0,2,cellular,may,tue,42,70,1,1690,0
30,admin.,single,university.degree,7,no,no,no,0,0,4,cellular,may,tue,113,0,1,1904,0
58,retired,married,preschool,1,no,yes,no,425264,0,0,cellular,apr,thu,185,2,1,1003,0
34,management,single,unknown,3,no,no,no,0,0,1,cellular,jul,tue,416,0,0,353,0
39,blue-collar,married,Technological_school,3,no,yes,no,464089,0,5,telephone,may,mon,356,23,0,653,0
30,admin.,single,university.degree,6,no,no,yes,48509,0,3,telephone,jul,tue,215,30,0,358,0
55,admin.,married,Technological_school,3,no,yes,yes,300106,0,0,cellular,aug,wed,61,0,0,608,0
57,retired,married,professional.course,5,no,yes,no,268906,0,0,cellular,jun,mon,166,46,0,148,1
39,technician,married,professional.course,6,no,no,yes,336591,0,4,cellular,aug,fri,55,77,0,505,0
44,blue-collar,married,preschool,0,no,no,no,0,0,4,cellular,may,fri,82,0,1,615,0
71,self-employed,married,university.degree,1,no,yes,no,281582,0,0,cellular,apr,thu,78,21,1,1310,0
59,technician,married,university.degree,2,no,no,no,0,0,5,cellular,oct,mon,268,0,1,1293,0
31,admin.,married,university.degree,4,no,no,no,0,0,1,cellular,aug,tue,111,0,0,1130,0
45,management,divorced,university.degree,2,no,no,no,0,0,4,telephone,may,mon,19,0,0,963,0
33,self-employed,divorced,university.degree,8,no,no,no,0,0,2,cellular,may,thu,345,0,0,1806,0
44,management,married,university.degree,5,no,no,no,0,0,2,cellular,may,fri,1380,0,0,505,0
43,blue-collar,married,primary_school,8,unknown,yes,no,317614,0,0,telephone,may,wed,20,25,0,1386,0
46,blue-collar,married,professional.course,7,no,no,no,0,0,0,telephone,may,wed,247,0,0,1206,0
43,blue-collar,married,preschool,5,unknown,yes,yes,173405,0,1,telephone,may,tue,547,68,0,964,0
29,technician,married,professional.course,7,no,no,no,0,0,1,telephone,may,tue,64,0,0,773,0
41,blue-collar,married,preschool,7,unknown,yes,no,371919,0,5,cellular,apr,fri,145,39,1,1277,0
36,technician,married,Technological_school,6,no,no,no,0,0,2,cellular,apr,mon,517,0,0,1640,0
31,blue-collar,married,tecnical_school,0,no,yes,no,17797,0,0,telephone,jun,thu,278,71,0,59,0
31,technician,married,professional.course,1,no,no,no,0,0,1,telephone,may,thu,528,0,0,1330,0
33,blue-collar,married,professional.course,7,no,yes,no,141099,0,2,telephone,may,fri,15,14,0,305,0
31,technician,married,university.degree,8,no,unknown,unknown,0,0,3,cellular,nov,tue,102,0,0,717,0
35,technician,divorced,professional.course,6,no,no,no,0,0,0,cellular,aug,tue,101,0,0,1412,0
48,admin.,single,university.degree,7,no,yes,no,132205,0,4,cellular,jul,fri,194,59,1,1960,1
36,technician,single,university.degree,7,no,unknown,unknown,0,0,0,cellular,aug,wed,889,0,0,1746,0
37,management,married,university.degree,0,unknown,no,no,0,0,1,cellular,aug,wed,168,0,0,209,0
35,technician,single,professional.course,7,no,yes,no,359017,0,0,cellular,nov,thu,192,86,1,1555,1
25,admin.,single,Technological_school,8,no,no,no,0,0,0,cellular,apr,fri,178,0,0,1853,0
32,housemaid,married,preschool,0,no,no,no,0,0,5,cellular,aug,thu,200,0,0,91,0
35,blue-collar,married,tecnical_school,3,no,no,no,0,0,1,telephone,may,wed,330,0,0,1883,0
51,admin.,divorced,unknown,6,no,yes,no,100927,0,2,telephone,jun,tue,528,80,0,934,1
24,student,married,university.degree,4,no,no,no,0,0,3,telephone,may,thu,691,0,0,313,0
34,blue-collar,married,professional.course,6,no,yes,no,362342,0,2,cellular,apr,fri,377,31,0,1035,0
46,services,single,Technological_school,0,unknown,yes,no,113941,0,4,cellular,may,wed,193,76,0,11,0
27,admin.,single,Technological_school,0,no,yes,yes,485180,0,4,cellular,may,wed,177,43,0,1756,0
34,admin.,single,university.degree,1,no,yes,no,111286,0,0,cellular,aug,fri,82,43,0,553,0
48,blue-collar,married,preschool,5,unknown,no,yes,484869,0,1,cellular,aug,thu,224,52,0,287,0
50,blue-collar,married,preschool,1,no,yes,no,153097,0,5,telephone,may,fri,292,33,0,1445,0
24,blue-collar,single,tecnical_school,7,no,yes,no,418237,0,1,cellular,jul,wed,74,81,0,282,0
54,blue-collar,married,tecnical_school,5,unknown,no,no,0,0,0,telephone,may,wed,783,0,0,1434,1
30,technician,married,professional.course,2,no,yes,no,480143,0,4,cellular,jul,mon,41,48,0,1595,0
32,management,single,university.degree,4,no,yes,no,393378,0,1,telephone,mar,tue,230,77,0,992,0
34,blue-collar,married,tecnical_school,8,unknown,yes,no,109823,0,0,telephone,jun,mon,197,60,0,253,0
32,admin.,single,university.degree,0,unknown,no,no,0,0,5,telephone,jun,thu,188,0,0,7,0
30,management,married,university.degree,1,no,yes,no,105415,0,3,cellular,jul,wed,957,87,0,1226,1
43,housemaid,married,preschool,4,no,no,no,0,0,4,cellular,nov,fri,165,0,0,1886,0
44,blue-collar,married,tecnical_school,8,unknown,no,no,0,0,0,telephone,jun,tue,154,0,0,603,0
24,services,single,Technological_school,0,no,no,no,0,0,0,telephone,may,tue,119,0,0,556,0
46,blue-collar,married,unknown,2,unknown,yes,no,441236,0,1,telephone,may,tue,379,35,0,227,0
35,admin.,single,university.degree,7,unknown,no,no,0,0,5,cellular,jul,thu,863,0,0,1884,1
29,services,married,Technological_school,2,no,yes,yes,214539,0,2,telephone,may,wed,27,70,0,1512,0
27,blue-collar,married,Technological_school,0,no,yes,no,303429,0,1,cellular,jun,fri,264,56,0,843,0
28,blue-collar,married,tecnical_school,7,no,no,no,0,0,1,cellular,jul,thu,125,0,0,1787,0
36,technician,single,professional.course,0,no,yes,no,457177,0,5,cellular,jul,thu,230,63,0,1645,0
44,services,married,Technological_school,3,no,yes,no,360825,0,1,telephone,may,tue,1030,37,0,1996,1
37,management,married,university.degree,8,unknown,no,yes,467101,0,0,cellular,apr,fri,76,72,1,1816,0
40,admin.,divorced,Technological_school,3,no,yes,yes,289007,0,5,telephone,sep,wed,21,15,1,964,0
46,management,married,tecnical_school,0,no,yes,no,499526,0,1,cellular,nov,fri,996,49,0,788,0
47,admin.,single,Technological_school,4,no,yes,yes,284435,0,5,cellular,apr,thu,1122,54,0,980,0
46,services,married,tecnical_school,0,unknown,yes,no,67111,0,3,cellular,aug,wed,226,53,0,27,0
29,blue-collar,divorced,Technological_school,3,no,no,no,0,0,4,cellular,may,fri,199,0,1,832,0
37,admin.,married,Technological_school,3,no,no,yes,313566,0,3,cellular,jul,tue,135,62,0,1591,0
