user,location,tweet
SigridLna,Bogotá_Colombia,"La gente no se toma en serio la cuarentena y tampoco el #PicoyGénero, mi papá salió y se encontró a todas las vecinas en la calle."
SePuedeSer,Bogotá,➡️No podemos quedarnos callad@s ante situaciones que afecten nuestra integridad.El aislamiento obligatorio requiere… https://t.co/Dmy7XgjJba
secredistmujer,"Bogotá, Colombia","¿Tiene dudas sobre la medida de #PicoyGenero?

Escuche a @drodriguezfr, secretaria de la Mujer, señalando puntualme… https://t.co/BfgAaLc7Lp"
pambish,"Bogotá, D.C., Colombia",Pendientes todos de que se respeten los derechos con la medida de #PicoYGenero https://t.co/tok0MyewnI
SePuedeSer,Bogotá,"🔊Esta info es para las personas Trans 🏳️‍⚧y no Binarias.
👉🏼Si presencias o sufres alguna situación de discriminació… https://t.co/bMASvmc6bC"
86Diayana,Colombia,#PicoyGenero medidas absurdas de la alcaldía. Sí las personas salen a la calle en cuarentena es porque la mayoría b… https://t.co/kW2waAN7IO
Ccajar,Bogotá,"A esta hora compartimos una denuncia de la Red Comunitaria Trans por parte de la @PoliciaBogota , en el primer dia… https://t.co/6R7X2RVtGh"
carolinagomezsn,"Bogotá, D.C., Colombia","En Medellín Quintero consigue más de 13mil millones donados, mientras que en Bogotá lo más proactivo e innovador de… https://t.co/79SFR9jlzb"
castilloGustsvo,Popayán-La Ciudad Blanca,Como olvidar este icono #PicoyGenero https://t.co/36AGQTptKz
SePuedeSer,Bogotá,"🗣 Ten presente👇🏼
En los procedimientos de control que ejerza la @PoliciaColombia durante la medida de #PicoYGénero… https://t.co/jKftlwEbyd"
carolinamosvera,Colombia,"En Perú, las aglomeraciones se concentraron en los días de mujeres porque son las que salen a mercar debido a la di… https://t.co/Fu6Ckia7sW"
FUPADColombia,Colombia,#EntreTodosNosCuidamos por eso recuerda que desde hoy y hasta el 26 de abril está en vigencia el #PicoYGénero decre… https://t.co/dwW1z7NRB3
EL_SENOR_X,► BogóticA City !◄,"Denuncia:
Tanto en Almacenes Éxito y tiendas D1 en día en que no deberían salir las mujeres por #PicoyGenero estan… https://t.co/ELTjxm01X6"
_DiegoLeon,Bogotá - Colombia ,"#PicoYGenero El día de los hombres es divertido, muy curioso. ¿Cuántos identificados? 👇🏻 https://t.co/blGfZFngdy"
SePuedeSer,Bogotá,"⏭ Las autoridades en especial, la @PoliciaColombia están obligadas a respetar el libre desarrollo de la personalida… https://t.co/qZGxn6Nrdi"
LunariaFondo,"Bogotá, D.C., Colombia","""Lo último que necesitamos en este momento es un disciplinamiento de los cuerpos y de la norma binaria a cargo de u… https://t.co/wbNilrQe5p"
Neo_Realista,Bogotá - Colombia,"En Bogotá, los hombres que usan tik tok pueden salir todos los días.
#PicoYGenero"
IsaFuscaldoJ,"Washington, DC","En clase de Género y Desarrollo de mi maestría, Bogotá, Perú y Panamá perdiendo el examen de sensibilidad por sus m… https://t.co/JbMJzCYkxV"
unamorsa,Envighetto,"Esto es lo que hace la policía, que supuestamente son los que velan por nuestra seguridad. Esta es la gente en cuya… https://t.co/mtCrMdhTeI"
Citytv,Bogotá,¿Cómo va la implementación de la medida de #PicoYGénero en Bogotá? ¿Están o no cumpliendo los ciudadanos?  Vea el i… https://t.co/KPiSxxxMhC
nxthxchxs,"Bogotá, Colombia.",#PicoYGénero es violencia binarista en medio de la pandemia. Una medida de estas no puede dejar de lado a la poblac… https://t.co/M6cdR9Tfwl
SePuedeSer,Bogotá,✅ Estas son otras líneas de atención a las cuales recurrir en caso de Violencia para que sean protegidos tus derech… https://t.co/NrQZ5HIdPy
canaprobogota,Calle 63 No. 24-58,"¿Cuál día puedo salir en Bogotá con nueva medida de #PicoYGénero?

MUJER: Par
HOMBRE: Impar
TRANS: De acuerdo a ide… https://t.co/O8hV3gKA7e"
andres_0324,,@ContraPortadaCA @HijueputaCasa @Bogota Allí tienen su #PicoYGénero Era claro que explicarle la #IdentidaddeGenero… https://t.co/iGnFQtJ0x0
vanessa80092648,,Claudia @ClaudiaLopez solicito amablemente  que se aclare urgentemente si el tema de las mascotas quedó excluido de… https://t.co/WCxzMor1BD
JulbiaEdilesa,"Bogotá,  Barrios Unidos","TIP1. 
En la medida de #PicoyGenero 🐩
Los dueños pueden sacar a sus mascotas sólo cerca al domicilio.… https://t.co/bpOePOqIYf"
buddychenco,"Bogotá, Colombia",Y arranca el #PicoYGenero... Dentro de poco más medidas inútiles decretadas por nuestra heroica alcaldesa.
Estrategia_VIH,Colombia,Si tienes alguna situación de discriminación durante la medida de #PicoyGénero no dudes en llamar. https://t.co/ZPG7zFjUjX
GrupotransGAT,Bogotà,"Firmemos la petición  para derogar el decreto de #PicoyGenero 
https://t.co/2OWa85XspZ"
SePuedeSer,Bogotá,"⚠️ATENCIÓN⚠️
🔛Esta es la línea de atención en caso de discriminación o violencia durante la aplicación de la medida… https://t.co/hAZAQKUd9T"
plazacentralccb,"Bogotá, D.C., Colombia","🙌🏽 ¡En la #CuarentenaExtendida, cuenta con nosotros! 🙌🏽 Seguimos a tu servicio de  ⏰8am a 8pm para que accedas a se… https://t.co/G0olGQe5kx"
manuelvelandiam,Colombia,"ATENCIÓN !!! Si te discriminan en #PicoyGenero DENUNCIA! 
Bogota D.C @SePuedeSer habilitó línea 24 horas.
Important… https://t.co/BRYoWmloEh"
oscar__triana,,¿El #picoygenero para mis vecinos? Cuatro hombres en la esquina departiendo y otro grupo a mitad de cuadra tomando… https://t.co/D0Ry4Qsy4A
JosUrib01172415,"Bogotá, D.C., Colombia","#PicoyGenero 
Mi hija tratando de explicarme qué es eso de LGBTIQ+ 🤔🤯
Creo que intentaré otra vez comprender las tr… https://t.co/wQly5uLS7W"
hsuarezsanchez,"Bogotá, D.C., Colombia","#alerta #monjas desafían al estado, juegan #baloncesto sin #barbijo n95, aparte infringen #PicoyGenero hoy solo sal… https://t.co/aabMlIhMEB"
SuperSONICAX,"Cucuta, Colombia","@AgustinLaje @elalispruz La señora @ClaudiaLopez ya lo hizo ! 
Lo llamó #PicoyGenero !
#GeneroyEducacionVirtual #genderfluid ?"
sergiojaimess,"Bucaramanga, Colombia","@latotoyashow @PoliciaColombia Me encantó tu explicación a través de tu ejemplo, muy pedagógico. Eso justamente es… https://t.co/0h0zOGe90C"
JcolmenaresE,"Bogotá, D.C., Colombia","#PicoYGénero es una medida para cuidar a nuestros médicos.

Prevenir el contagio del COVID-19 está en nuestras mano… https://t.co/6TPk1roRUI"
LGTBITV,"Bogotá, Colombia","#Atención Si @PoliciaColombia @PoliciaBogota NO cumplen circular 012 de Alcaldia @Bogota
 y te DISCRIMINAN en… https://t.co/BRi3OMNUlX"
mickysita,Colombia,#PicoYGénero donde a todo el mundo les da igual e visto más gente hoy que la semana paaada. Si claro hombres pero h… https://t.co/tC2mt5CXWV
andresmarquino,Bogotá D.C.,"Hoy entró en vigencia la medida #PicoyGénero, según el Decreto 106 de 2020. Se han impuesto 55 comparendos a infrac… https://t.co/92oMWaTYl9"
GustavoPerrito,Bogotá - Colombia,"#Atención Si @PoliciaColombia
@PoliciaBogota NO cumplen circular 012 de Alcaldia @Bogota y te DISCRIMINAN en… https://t.co/oB21E7ICz2"
OTDChile,Chile,Llamamos a la red de organizaciones #LGTBIQ+ a firmar la petición que busca derogar el decreto #PicoyGenero por la… https://t.co/knibAbw53n
ether_inco,"Jyväskylä, Suomi","Una pregunta ....
¿Si los únicos dos hombres que pueden salir a mercar son un hombre de 75 años y un niño de 12 año… https://t.co/BoQ8qw9cGA"
confidencialcol,"Bogotá, Colombia",#Bogotá | Al menos 74 mujeres han sido sancionadas (a corte 12:00) por infringir la media de #picoygénero que rige… https://t.co/pDzpSjt8GZ
leodepaz12,"Lima, Perú ","@nelsiton12 @sarag12 @ClaudiaLopez @LuisErnestoGL Aqui la prueba de lo que provocó #PicoyGenero en 🇵🇪 

https://t.co/qIrgVUv8GR"
Andresc1927,Colombia,"#OjoAlDato los hombres que hacen videos en Tik Tok saldrán a la calle únicamente los días pares.

#PicoyGenero"
Serome111,Neiva,Cuando veo #decreto 538 #PicoYgenero me pregunto en qué se gastan el dinero de impuesto a la bolsa. ¿algun héroe?
manuelita_s,,#PicoYGeneroEs Dice mi hermana ¿Será que salgo en vestido? Lo bueno es que hoy no hay hombres que nos morboseen. Ho… https://t.co/7wFm0cezNZ
YVnoticia,World,#13abr #Colombia: desde este lunes habrá multa por no cumplir el #picoygénero https://t.co/sr5CXCEFvA
MetropolisCC,"Bogotá, Colombia.","🚨Hoy inicia el #PicoYGénero🚨

✅ Los días impares podrán movilizarse únicamente Hombres.
✅ Los días pares podrán mov… https://t.co/aVvuFRuCfx"
elescabu,"Bogotá, D.C., Colombia",Adivinen quien iba pa la Calle a pagar el Buen servicio de @ClaroColombia y tin recorde #PicoYGenero
monivallejo,Bogotá Colombia,Yo hoy en la ventana viendo el casting del día impar #cuarentena #picoygenero #bogota https://t.co/AANRmjGMc5
carolannfiru,"Bogotá, Colombia",Vengo de caminar a mi perra y veo MUCHO más movimiento q en días pasados. Me parece q el #PicoyGenero se entendió c… https://t.co/Gefrv2wfTj
Per_ElJurista,,PICO-GÉNERO Y PICO-CÉDULA DE LAS PRINCIPALES CIUDADES #País #Picoygenero #picoycedula #Coronavirus #Pandemia… https://t.co/e73eDOy78f
personeriabta,,"#PersoneríaInforma que ante la medida de #PicoyGénero implementada por el Distrito, usted puede denunciar cualquier… https://t.co/y3o6SaQFid"
leodepaz12,"Lima, Perú ","@claudiacaste Senadora @claudiacaste , la mejor medida para prevenir el contagio es quedarse en casa, la medida de… https://t.co/KH9LLPUFPt"
leodepaz12,"Lima, Perú ","@sarag12 @ClaudiaLopez @LuisErnestoGL Concejal @sarag12 , la mejor medida para prevenir el contagio es quedarse en… https://t.co/M1WKLTRl2T"
_Oskar_SoyYo,,"1. Si ella sale con él en moto se corre el riesgo o que #PolicíaNacional le retenga la moto, o que se la lleven a e… https://t.co/qCoehxrYdO"
_Oskar_SoyYo,,"#PicoyGenero en mi casa hay un gato muy golpeado, vivo en Suacha, un hombre y una mujer pueden venir en moto desde… https://t.co/RJl8EeOMGA"
GABJA,"BOGOTA, COLOMBIA","#PicoyGenero en Bogotá, hoy salimos hombres a realizar vueltas urgentes, algunas mujeres haciendo fila para hacer m… https://t.co/Ri6nRtKYyU"
MARLYNELLACL,Bogota,@mrandoresu @claudiacaste @GobiernoBTA La medida de #PicoyGenero adoptada por la Alcaldesa @ClaudiaLopez fracasara… https://t.co/syW4ZNkPwu
SigaMuriendo,Bogotá Colombia ,Podrán decir lo que quieran del #PicoYGénero pero muy práctico sí que es
ColectivoKahlo,Bogotá,Desde el Colectivo Kahlo compartimos nuestra reflexión sobre la medida del #PicoyGenero #PicoYGéneroEs https://t.co/ybhGcJdpRW
Danielp57425,"Bogotá, D.C., Colombia",#ElPelitoSanador #PicoYCedula #coronavirus #PicoyGenero #QuedateEnCasa miren su pelito sanador de rata! ya no saben… https://t.co/BWx7ZEVqpv
GuzmanJeal,,Hoy inicia el #PicoyGenero tengo entendido q hoy salen los #hombres pero o sorpresa mujeres por todo lado osea no l… https://t.co/9zI8jIktOR
juanlass,Bogotá,"Durante la mañana de este lunes, en Bogotá, 55 personas (en su mayoría mujeres) han sido multadas por no cumplir co… https://t.co/OYXPPrerAU"
soyandresacosta,instagram.com/soyandresacosta,"Aparentemente #PicoYGénero ha funcionado, cuando salí a hacer mercado y pagar recibos vi menos gente afuera, pero i… https://t.co/hVDkIB1Gyg"
JennyDayan,Bogotá D.C. - Colombia,Tú novio el que exige una historia clínica y no una investigación a las base de datos de los beneficiarios y votant… https://t.co/hiJgjMsG8w
Krntvargs,"Bogota, Colombia",En Soacha todo el mundo está afuera. Esa curva que tanto el gobierno quiere mitigar es una risa. #coronavirus #QuedateEnCasa #PicoyGenero
Leonard45281913,,@NoticiasRCN @lafm @larepublica_co @LaCarinosa610AM Bueno la verda si sacan medidas como estas haganlas cumplir de… https://t.co/8Wvjiyyyb6
danialejoloncar,,"El #PicoyGénero no es más una peñalosada.
Matemáticas de 2do conjuntos
Con #PicoYCedula se hace grupos pequeños de… https://t.co/qzLoLmvvTp"
ElHuevoEnamo,BOGOTA,"Día 1 #PicoYGenero 
Mi vecina está regañando a su esposo porque trajo cilantro en vez de zanahorias"
Yer19699939,,"Día par // Día impar 

#CuarentenaNacional #coronavirus #QuedateEnCasa #YoMeQuedoEnCasa #PicoyGenero https://t.co/s79SfYa88w"
BogotaTransito,"Bogotá, Colombia",@cha_dtrv ¡Hola! Para vehículos particulares no hay pico y placa porque hay restricción TOTAL de la circulación de… https://t.co/VfBPJFEnoX
vonne10,"Colombia,  Bogotá",Todavía hay muchas personas que no entienden el #PicoyGenero incluyendo a los que por falta de estudio y demás no e… https://t.co/MVJKJRf082
Ivonbohn,Colombia,"Y en la hora de la frustración, que empiece el pico y género! #PicoyGenero #Frustrad@"
FdoDuarte,Colombia,Amigos que viven en #Bogotá: Recuerdan cuando pidieron el favor a sus esposas de comprar una broca de muro y llegar… https://t.co/6bu5cHW2FN
con100cia,Casa Común : Planeta Tierra,@elcolombiano Mejor unificar con #PicoyGenero más práctico y seguro y a nivel nacional @infopresidencia… https://t.co/32faVa0iIS
MIANPARA,,Qué descarados #PicoyGenero https://t.co/4JHhBkziHt
Carlosa24846256,,Usteded tambien se visten bonito? para estar en casa #FelizLunes #coronavirus #QuedateEnCasa #QuedateEnCasa… https://t.co/cyjDIU4T2F
MelissaSerranoF,Colombia,"Ya soñaron que tenian Coronavirus?

 #QuedateEnCasa #PicoYCedula #PicoyGenero #YoMeQuedoEnCasa #COVID2019… https://t.co/bse2DGgZOi"
DilaurenttiCris,"Bogotá, DC, Colombia","Ojo, en Cartagena también hay #PicoyGenero, con pico y cédula incluido. https://t.co/uOm5oH3YyA"
AlfonsoMarrugo6,"Cartagena, Colombia",No al #picoygénero en #Cartagena.
JiClara, COLOMBIA ,Hasta el Meta llegó el cuento del #PicoyGenero jajajaja buee será fastidiar a los hombres llamando la policía si los veo en la calle 💅💅
modls, From País de las Maravillas,"#PicoyGénero en Bogotá discrimina a personas trans y las expone aún más a la violencia, discriminación y perfilamie… https://t.co/3PfVXmRnUA"
redcomunitariat,"Barrio Santafé, Bogotá.","#MisDerechosNoEstanEnCuarentena 
A las 5:00pm @JulianaSalama11 estará explicando las razones poor las cuales la med… https://t.co/HWJBp4xuFw"
GermenDon,,@zarcohpx8 Pero puede salir todos los días ahora con lo del #PicoyGenero https://t.co/CII4cV6uh8
morfeoalf,"Bogotá, D.C., Colombia",Así se ve la gente peleando por el #PicoyGenero https://t.co/jAyRO25Ryk
americanotuvozm,,"@MafeCarrascal @Bogota #PicoyGenero
Par: @Amparo_Grisales 
        Impar: su Doble
🤣🤣🤣🤣 https://t.co/SB8HR3c9G6"
Andresc1927,Colombia,"Recuerden.. El #PicoYGenero
No se vayan a hacer los mrks. 😅 https://t.co/OBCIrJo5BF"
miguelzurda,"Bogotá, DC, Colombia","Hoy según el #PicoyGenero no pueden salir mujeres a las calles, pero en mi barrio salieron todas...que tristeza."
Citytv,Bogotá,Desde hoy comenzó a regir la medida de #PicoYGénero en Bogotá. Quien incumpla tendrá sanciones. Recuerde que para r… https://t.co/dn6eacFIan
Andresvargass2,,Es un chiste la medida bancos llenos dejando ingresar a todxs #PicoyGénero
CarihJP,Algún lugar en mí mundo.,En este momento seria bueno que hubiese un hombre en casa #PicoyGenero necesitaba salir a hacer algunas cosas de ultima hora. toco mañana 🙄
marioemorales,,No deja deja de ser llamativo que en los días santos el telenoticiero del mediodía supere en rating al de la noche.… https://t.co/jigxGLVMHH
MafeCarrascal,"Bogotá, D.C., Colombia","Hoy inicia el #PicoyGénero, en este hilo encuentran la circular de la Alcaldía de @Bogota con el llamado a las auto… https://t.co/FkL9KH7LmW"
sabrinaedith21,Cartagena-Bogotá,"@mariajimenezo8a Sii, ya entendí que se adicionó el #PicoyGenero a las medidas restrictivas... 🤣🤣🤣"
SalmaCassab,,"Buen hilo para generar un poquito de empatía. Yo, cómo mujer cis, he sentido mayor temor las veces que he tenido qu… https://t.co/nAUANpA6uW"
complice0000,"Cali, Colombia","Quieres verte más bella?
3195014097 WhatsApp
#FelizLunes #QuedateEnCasa #DiaInternacionalDelBeso #PicoyGenero https://t.co/cozT2PLwEb"
alexander_bossa,,"@ClaudiaLopez 
😎 Yo saliendo esta mañana por el pan 
😉 *Mis panas esperándome en la esquina*
#PicoyGenero… https://t.co/6ZxRo3deMp"
vivianap_1,"Bogotá, D.C., Colombia",#Bogotá #PicoyGenero  Que cómodo te vez esperanzito pero tienes que ir hacer las compras maldita criadaaa.
TUPSIQUIATRAA,Colombia ,Es verdad... Niños y mujeres. Van 12 FEMINICIDIOS en la cuarentena 🥺 #PicoyGenero https://t.co/YfSoAZ1pLS
panversia,Bogotá D.C. ,"@BluRadioCo Señora ministra. La OMS alertó acerca de la necesidad de prepararse contra pandemias en 2004, En 2005/6… https://t.co/Dc80l65ogk"
CucosClanCol,"Bogotá, Colombia, Suramérica","Chicas y chicos, todos muy juiciosos con estas medidas de prevención.

#PicoYGenero https://t.co/UYI6edMyAY"
OrgulloLGBT,Latinoamérica,Autoridades de Bogotá deben respetar la identidad de género de la ciudadanía en el manejo de la COVID-19… https://t.co/4HBkdcxCHS
MmonicaGonCa,"Bogotá, D.C., Colombia","Cuando Claudia López dijo que tocaba salir a la calle por sexo, me alcancé a ilusionar.🥺🙍🤣 #CuarentenaInteligente… https://t.co/vpwHltao06"
SaleDeMiCabeza,"Saint Helena, Ascension and Tr","Feliz día internacional del beso. 🤔😭

#PicoyGenero"
OrgulloLGBT,Latinoamérica,Esperemos que nada suceda y que la @PoliciaBogota @PoliciaBolivar y @PoliciaColombia CUMPLAN su deber de proteger A… https://t.co/M106RMYq5m
RedMasNoticias,Colombia,#Colombia | El presidente @IvanDuque descarta decretar en todo el territorio nacional la medida de #PicoyGénero est… https://t.co/EYwRGHjBgZ
Centro_Andino,Bogota,"Recuerda que a partir de hoy empieza la restricción del pico y género en Bogotá. Hoy, el mejor lugar es en casa. Si… https://t.co/cuqEZF00Ro"
SpartansCO,"Bucaramanga, Colombia","@alparoz escucha la W radio, tu nombre podría andar rodando como uno de los facilitadores de los actos de corrupció… https://t.co/UuGt2kade7"
RedMasNoticias,Colombia,"📢#FlashRedMás | Visite https://t.co/l1e7QwzG8J 

1⃣ ""Establecer el #PicoyGénero a nivel nacional no es la decisión… https://t.co/acraPDoHg0"
SoyElDefensor11,,@angelamrobledo @petrogustavo O sea Colombia no? Está desconociendo el trabajo de todas las personas de la salud? E… https://t.co/6kH2gQbXiV
Aladiestra1,,"A ver si me queda claro.
Aparte del derroche de @ClaudiaLopez @Bogota  en encuestas, carros y publicidad.
Aparte de… https://t.co/Aph5qbAB10"
nxthxchxs,"Bogotá, Colombia.","Hoy inicia #PicoYGénero en Bogotá y, a pesar de esfuerzos de @Bogota por reglamentar procesos, es muy probable que… https://t.co/HqAGCnloOS"
jaime_guti10,Colombia,Google registra más de 37 etiquetas de género sexual. Y en Bogotá ahora el #PicoYCedula es a partir de la clásica v… https://t.co/yaNwEVHwAA
PlazaImperial,Bogotá Colombia,#PlazaImperial siempre te mantiene bien informado 🤗📢 Recuerda que a partir de hoy entra en vigencia la medida de… https://t.co/LDwtfnKNBC
RDerly,"Tunja, Colombia",#Tunja @AlcaldiaTunja @FunemeAlejandro @PersoneriaTunja @WRadioColombia #DenunciaCiudadana #Covid_19 #PicoyGenero H… https://t.co/75ecJtqBae
ayllufamiliastr,,"Petición para modificar inmediatamente el Decreto de ""Pico y Género"" en Bogota Varias organizaciones y líderes tran… https://t.co/MXi3mfj1PA"
e_jhonnatan,,"Petición para modificar inmediatamente el Decreto de ""Pico y Género"" en Bogota Varias organizaciones y líderes tran… https://t.co/nerFunuM7a"
SuazaAlarcon,"Medellín, Colombia","Yo: señor que pena, ¿esto es yacón? O yuca?

Cliente : qué es yacón? Me imagino que yuca, usted es el que trabaja a… https://t.co/2Ev1TG598d"
linapc,Bogota,"Hoy comienza el #PicoyGenero en #Bogota
La oportunidad xa q @PoliciaBogota demuestre q tiene claros los lineamiento… https://t.co/QiZz304KYj"
judaspriest2015,Cali (Valle),"#CuidarNuestrosMédicosEs
J Balvin 1000 millones
Grupo Santander 75 mil 
Yatra 250 
Maluma 400
Grupo SantoDomingo 10… https://t.co/PFRBdka075"
alejitoponce,,"@lcvelez @lafm #PicoyGenero es...
Para poder viajar en avión te puedes inventar un cáncer.

Embajador de Cuba en Co… https://t.co/G5QuzOikCV"
SoyElDefensor11,,"Gracias @ClaudiaLopez su #PicoYGenero es una farsa para ""eliminar"" la discriminación xenofobica que tuvo con los ve… https://t.co/oO0bw6LV4U"
veeduriabga,,La IMPROVISACION de alcaldes y gobernadores en medidas restrictivas en pandemia debe ser investigada por la… https://t.co/vavHVKrTMD
juliopamplona,Bogota,Hay mas viejas por la calle que cualquier otro día. #PicoyGenero
Publirutas2020,Bogotá,"#ColombiaEnEmergencia
HOY
#PicoYgénero

Salen a la calle HOMBRES y todo el que tenga nombre de hombre en la cédula… https://t.co/UXXv5hsbqo"
unpelonmas9,"Patria Boba, Colombia.",Estos hps llegan a hacer una vuelta de estás en medio del confinamiento. Y podemos llorar las libertades económicas… https://t.co/GjqQxWyde5
edespcweb,"Piedecuesta, Colombia",Con trajes de pies a cabeza trabajan los jueces de garantías https://t.co/1Dz0fdkApz vía @eltiempo TIENE MAS PROTEC… https://t.co/eX2h3wA4Y9
ColmundoRadio,Colombia,"#Bogotá 
Desde el lunes 13 al 26 de abril a las 11:59 p.m, regirá la restricción por género para ir a mercar, al ba… https://t.co/gRajQbo3bh"
rjtsp990,Colombia,@lcvelez @lafm #PicoyGenero es una medida necesaria SOLO para la Alcaldesa @ClaudiaLopez xq ella tiene q trabajar y… https://t.co/PAVws1qSpt
silvitasoler,Bogotá,@Bancolombia El miércoles pero si dicen dos días se supone que hoy ya debe estar. Es urgente y hoy no puedo salir a… https://t.co/Bz3Ib1P8zE
CucutaDenuncia,Cúcuta - Colombia,"#PicoYGénero #Bogotá #13Abr

El lunes #13Abr empieza a regir en Bogotá el Pico y Género

Las personas de género mas… https://t.co/EIfi24tuTI"
IvanDaMarCast,"Bogotá, D.C., Colombia","Si bien en el Decreto 106/20 se garantiza plenamente los derechos de las personas Transgénero e Intergénero, en la… https://t.co/riBAjFofr7"
Blind_Blue14,"Bogotá, D.C., Colombia",Ya madrugaron a hacer las diligencias? #COVID2019 #QuedateEnTuCasaCarajo #QuedateEnCasa 😷 #PicoyGenero 😎🤓 https://t.co/K2mPAwguWE
silenciovoraz,Bogotá - Colombia,#PicoyGenero otro canal para asesorarse jurídicamente para denuncias por discriminación. https://t.co/JSb2XZSh17
unpelonmas9,"Patria Boba, Colombia.",#FelizLunes #NoMasLey100 #PelitoSanador #PicoyGenero Me emputa tener que darle la razón al AboGanster de la mafia d… https://t.co/XhVLljzyIN
chelo1215,Bogotá - Colombia,"#PicoyGenero es una medida q tomó un poco tarde @Bogota, pero más vale tarde q nunca, recuerden q en números pares… https://t.co/SK5gM4mKkl"
Subalternativa,Bogotá Colombia,Las personas que incumplan la medida de #Picoygenero en #Bogotá la multa será de $936.320 https://t.co/1I6PgUm0nW
ElBolivarenseCo,"Cartagena, Bolívar y Colombia","#PicoyGénero #ElBolivarense | La Alcaldía de Cartagena expidió el decreto 0538, vigente a partir de hoy 13 de abril… https://t.co/Z3zrT5WyXz"
gustavovaldivie,"Bogota, Colombia","De hecho, en Perú el #PicoyGenero sustituyó al #PicoYCedula, que tampoco había funcionado. Se quedaron con la simpl… https://t.co/xtvvL1wDjU"
BaqueroRojas,,"¿Pero que mierda es esto? 
El #PicoyGenero de no ha garantizado nada diferente a un incremento de la violencia de g… https://t.co/ez7Z9lDOT4"
ALEJOMICHELLS,Bogota Colombia,Mediante circular conjunta No. 012/2020 @GobiernoBTA @secredistmujer @planeacionbog @juridicadistri @integracionbta… https://t.co/lMTADUkWPk
gustavovaldivie,"Bogota, Colombia","Perú adoptó el #PicoyGénero el 3 de abril y lo abandonó una semana más tarde, el 11, 2 días después de anunciar Bog… https://t.co/UbX6rRa2VV"
VoxColombia3,,"Cuál #PicoyGenero Hoy son Hombres y hay más ""Mujeres"", que antes de la tal medida...en Bogotá DC de 50 sombras de G… https://t.co/pg4c0V2osV"
FelipeArias71,Bogota,#PicoyGenero es una medida necesaria ante algunas personas irresponsables que han venido incumpliendo el aislamient… https://t.co/ahio1tMYJg
zorrildo,"Cartagena de Indias, Colombia",@WRadioColombia #PicoYGenero que pendejada tener que respetar subjetividades en medio de una crisis real. Los trans… https://t.co/UHFkUtbMWH
CCJovenBog,,Desde hoy empieza a regir el #PicoYGénero de manera obligatoria en Bogotá. Este aplica para compras en supermercado… https://t.co/rqah3AlWvu
DmocraciaLight,Colombia,@ELTIEMPO @ClaudiaLopez El #PicoyGenero demostrará qué tipo de discurso sobre los derechos población LGBTIQ tiene l… https://t.co/a8syIJ4Et9
Soy_Zebrastian,"Bogotá, D.C., Colombia","Carrasquilla habla de reforma tributaria en plena pandemia; eso no es más que otra prueba, que para el uribismo ase… https://t.co/nJFlu47MSp"
ValentinoSnow27,"Bogotá, D.C., Colombia",Yo creo que es muy fácil juzgar desde el privilegio. Si la medida #PicoyGenero a las personas trans les parece disc… https://t.co/1J6F74O5B0
Sentiido,Colombia,Varias organizaciones y líderes trans se juntaron para explicar por qué el #PicoyGénero es una medida que promueve… https://t.co/y9CvRVr3iI
CabeernaDeGnomo,"Bogotá, D.C., Colombia","Arranca el #PicoYGénero hoy impar para hombres, cuántos se reunirán para tomarse unas... #CuarentenaTotal… https://t.co/mrHwI8wVHY"
compromisobog,"Bogotá, D.C., Colombia",Desde hoy empieza a regir el #PicoYGénero de manera obligatoria en Bogotá. Este aplica para compras en supermercado… https://t.co/3PPSNpAqb3
LGTBITV,"Bogotá, Colombia",Alcaldía @Bogota emite CIRCULAR CONJUNTA No. 012 de 2020 en la que llaman a las autoridades a respetar la identidad… https://t.co/ICcyDqjTP3
margioval77,"Bogotá, D.C., Colombia",#PicoyGenero Atentos para verificar respeto de autoridad ante personas trans y también para evitar acciones premedi… https://t.co/vuRMLT0Ufk
alejaaranda,Bogota,@ELTIEMPO @ClaudiaLopez #PicoYGeneroEs definir si el personal que está en las excepciones puede realizar compras ..… https://t.co/SnXBkwRqKw
Ninijohana82,Colombia,Steven Tyler listo para salir el día par  en #Bogota 🤣🤣🤣  #PicoyGenero https://t.co/jIOTw6PbNy
GustavoPerrito,Bogotá - Colombia,Alcaldía @Bogota emite CIRCULAR CONJUNTA No. 012 de 2020 en la que llaman a las autoridades a respetar la identidad… https://t.co/Trfzh1kNhf
andrus_97,Colombia,Mas ignorado que ese #PicoyGenero 🤦🏽‍♂️
SrtaBovary,"Bogotá, D.C., Colombia",@Ivanvanospi El vecina Darío está confundido con el #PicoyGénero
videoclimet,,"Hoy #13deabril nuestra bella #Bogotá mantendrá cielo parcialmente cubierto🌤️⛅, predominara tiempo seco con interval… https://t.co/sFotBRxQ2X"
teusaquillo13,Calle 39B # 19-30,#Atención recuerda que a partir de hoy en Bogotá empieza a regir el #PicoyGenero para hacer diligencias notariales… https://t.co/Pfypn0ZYLR
MariaClaraName,Bogotá,"#FelizLunes y felices pascuas. Con el corazón puesto en la vida de quienes han dado la suya, en las últimas horas e… https://t.co/vJarpU4yuj"
LGTBITV,"Bogotá, Colombia",Cinco razones por las que las personas Trans estamos en riesgo con la medida #PicoYGénero impuesta por… https://t.co/n8c0cbr766
ArribaBogota,Bogotá Colombia,"#PicoyGénero

El Secretario Distrital de Gobierno @LuisErnestoGL, estuvo en #ArribaBogotá explicando los parámetros… https://t.co/qS9WI0DAB3"
